12-oct.tsv:059d5610-b08f-102f-bebd-dcacd34dfcf2	Performance Science Training Institute	1108 Pine St	Menlo Park	CA	94025	USA	(650) 561-3140	37.457562	-122.180412
12-oct.tsv:059e3b50-d6ed-102f-9bfd-fad1818c22de	That Bar	148 E Prospect Ave. 	Danville	CA	94526	USA	(925) 743-8466	37.822178	-121.999383
12-oct.tsv:059eb0d1-b0eb-102f-b7ff-dd82f5727eb3	MetaBody Inc	47 W Polk St	Chicago	IL	60605	USA	(416) 417-2610	41.872258	-87.629182
12-oct.tsv:05a0d8e1-b0d9-102f-bffb-d23e31499329	California Dawn Sport Fishing	201 University Avenue	Berkeley	CA	94704	USA	(510) 981-6740	37.863833	-122.314022
12-oct.tsv:05a40000-ebdb-102f-acee-bbbc38987572	RL Photography	2140 N. Lincoln Park West #1102 Chicago	Chicago	IL	60614	USA	(317) 697-6798	41.884150	-87.632409
12-oct.tsv:05a77bb0-b0f1-102f-96ff-b3d858e4c4f0	San Soo Gab San, San Soo Kab San	5247 North Western Avenue 	Chicago	IL	60625	USA	(773) 334-1589	41.977215	-87.689055
12-oct.tsv:05a78da1-b0ef-102f-b7ef-ed48220e6113	CPR (Cell Phone Repair)	4007 N Damen Ave	Chicago	IL	60618	USA	(847) 679-2772	41.954384	-87.678576
12-oct.tsv:05a93a50-b0fa-102f-931d-89f2e8dfcc52	Bigelow Brothers Carpet Cleaning	4868 Bernal Ave	Pleasanton	CA	94566	USA	(530) 605-1331	37.656666	-121.880650
12-oct.tsv:05ab5fb0-afa6-102f-bf5d-2cd1d32527a3	Bin 480	480 Sutter Street 	San Francisco	CA	94108	USA	(415) 398-8900	37.789411	-122.408212
12-oct.tsv:05ad45e0-b0e2-102f-8ff3-270501d36281	The Great Frame Up	2358 Market Street	San Francisco	CA	94114	USA	(415) 771-5800	37.763378	-122.434509
12-oct.tsv:05ae5320-eb81-102f-a2fe-34b4e3f43041	VaVaVroom LLC	1141 W Washington Blvd	Chicago	IL	60607	USA	(312) 823-6709	41.882880	-87.655872
12-oct.tsv:05aedfa0-b0fa-102f-aaff-8d81c622e8ba	Elk Grove Bowl	53 S Arlington Heights Rd. 	Elk Grove Village	IL	60007	USA	(847) 437-3395	42.025624	-87.987979
12-oct.tsv:05af9e71-b264-102f-9f7f-6fee5e896a4e	DNA Lounge - New Wave City	DNA Lounge, 375 11th St 	San Francisco	CA	94103	USA	(415) 626-1409	37.777125	-122.419644
12-oct.tsv:05afd691-b0e5-102f-b7ce-2d613f43eff6	Tuscany Restaurant	1014 W TAYLOR ST 	Chicago	IL	60607	USA	(312) 829-1990	41.869639	-87.651666
12-oct.tsv:05b0e800-b0e5-102f-9d3f-8836add3abb5	Northdown Cafe and Taproom	3244 N Lincoln Ave 	Chicago	IL	60657	USA	(773) 697-7578	41.940747	-87.669598
12-oct.tsv:05b14d50-b00d-102f-bef7-b5b82de49a82	bk boat n sleds	27992 W Route 120, Suite 27 	lakemoor	IL	60051	USA	(815) 363-1254	42.325362	-88.177843
12-oct.tsv:05b177b0-b0fa-102f-9f57-117276c0ab2e	San Rafael Joe's	931 4th St	San Rafael	CA	94901	USA	(415) 456-2425	37.972835	-122.526404
12-oct.tsv:05b300f0-b08f-102f-affb-e41909179a56	Franny's Kitchen	55 Templeton Ave 	Daly City	CA	94014	USA	(415) 672-4213	37.707792	-122.454592
12-oct.tsv:05b6a240-ce0e-102f-aec6-a0ff0a7ac846	Nonni's Bistro	425 Main St Pleasanton	Pleasanton	CA	94566	USA	(925) 600-0411	37.658034	-121.877220
12-oct.tsv:0f022020-c5b9-102f-bfed-081ca779a2f0	Chicago Artists' Coalition	217 N Carpenter St. 	Chicago	IL	60607	USA	(312) 491-8888	41.885886	-87.653128
12-oct.tsv:0f02d320-a32d-102f-b7ef-00f2e973f063	VALLEY-BEAUTY.COM	P.O. BOX 4462 SKOKIE	SKOKIE	IL	60076	USA	(224) 534-0330	42.026340	-87.755676
12-oct.tsv:0f09fb00-c64b-102f-9ffe-ed8c82513ded	Wicker Well	1637 West North Avenue 	Chicago	IL	60622	USA	(773) 276-8477	41.910474	-87.669123
12-oct.tsv:0f0b2580-eb84-102f-be57-ced254287f12	TopGolf	699 W Thorndale Ave. 	Wood Dale	IL	60191	USA	(630) 595-4653	41.983770	-87.997429
12-oct.tsv:0f0b51a0-c5ea-102f-b7df-967ea2453223	The Pad Studios	1690 Union Street 	San Francisco	CA	94123	USA	(415) 929-1690	37.798307	-122.427003
12-oct.tsv:0f0c9ab1-afb0-102f-a5ff-1b665cc26556	hickory hills dental center	9700 South Roberts Road	Palos Hills	IL	60465	USA	(708) 599-2929	41.714764	-87.817845
12-oct.tsv:0f0edcc0-b0f1-102f-b9ff-c5c51e17cc3e	Toddy Gear	980 N Michigan Ave	Chicago	IL	60611	USA	(312) 860-8612	41.900554	-87.624367
12-oct.tsv:0f0fad00-b126-102f-b4bf-b45869d16a85	Thai Pepper Restaurant	704 E Higgins Rd	Schaumburg	IL	60173	USA	(847) 884-0498	42.041460	-88.062309
12-oct.tsv:0f0fee31-b0f1-102f-bffb-39ffca0e011f	African Festival of the Arts	5100 S. Cottage Grove 	Chicago	IL	60637	USA	(312) 882-4387	41.802194	-87.606458
12-oct.tsv:0f1045b0-b0d8-102f-bf7f-c37e0cda35e9	Hot Body Fitness	645 Bancroft Ave. 	San Leandro	CA	94577	USA	(510) 910-1023	37.733226	-122.150915
12-oct.tsv:0f10cad1-b0ec-102f-bf99-e400180a4559	Northwestern Driving School	6345 North California Avenue	Chicago	IL	60659	USA	(773) 465-3430	41.996595	-87.699426
12-oct.tsv:0f112f50-b044-102f-ad62-7b370a06efd4	Westin Lombard Yorktown Center	70 YORKTOWN SHOPPING CENTER 	Lombard	IL	60148	USA	(630) 719-8000	41.842178	-88.003616
12-oct.tsv:0f113be0-fbde-102f-bf5f-a11996e0fe77	Swiss Watch International, Inc.	600 w chicago 	Chicago	IL	60654	USA	(954) 985-3827	41.896568	-87.642841
12-oct.tsv:0f119a51-b08d-102f-bfda-492011e05cc4	The Cottage Table Company	635 C Texas Street 	San Francisco	CA	94107	USA	(415) 957-1760	37.758236	-122.395061
12-oct.tsv:0f139f90-afb0-102f-bf7b-fe02728a47c3	Xando Cafe	8729 W 95th St 	Hickory Hills	IL	60457	USA	(708) 599-1205	41.718090	-87.836261
12-oct.tsv:0f162610-c5f5-102f-af7d-1a1e1fe2f741	Weather Mark Tavern	1503 South Michigan Avenue 	Chicago	IL	60605	USA	(312) 588-0230	41.861808	-87.623903
12-oct.tsv:0f1d06a0-c673-102f-bb95-0f3ab1ae5146	Lincoln Dental Group	2226 N LINCOLN AVE 	Chicago	IL	60614	USA	(773) 820-2587	41.922318	-87.644659
12-oct.tsv:0f1d95b0-eb7c-102f-9fff-b241635f8631	Nazanin Barkhodari, DDS	2001 Union St. Ste 550	San Francisco	CA	94123	USA	(415) 441-6650	37.797375	-122.432353
12-oct.tsv:0f235e11-b110-102f-8bba-0254b7fa26dd	Glamour Beauty Salon	2321 W Devon Ave	Chicago	IL	60659	USA	(773) 743-9805	41.997651	-87.688033
12-oct.tsv:0f23f440-afa5-102f-b7de-b97278593991	Telecenter Appliances TV Video	1830 S Delaware St 	San Mateo	CA	94402	USA	(650) 341-5804	37.553730	-122.305808
12-oct.tsv:0f27f470-afbc-102f-9f8a-c70770abfd94	Economy Inn Ukiah	406 SOUTH STATE STREET 	UKIAH	CA	95482	USA	1 707 4628611	39.147949	-123.207266
12-oct.tsv:0f2b5be0-b0e5-102f-b7ff-04b3ffeedfb2	Artist & Craftsman Supply	555 Pacific Avenue 	San Francisco	CA	94133	USA	(415) 931-1900	37.797083	-122.404268
12-oct.tsv:0f2bc2d1-afad-102f-9ff3-c6a61672b487	Rrazz Room at Hotel Nikko	222 Mason Street San Francisco	San Francisco	CA	94102	USA	(415) 394-1189	37.777125	-122.419644
12-oct.tsv:0f2d7990-b84a-102f-b7f3-41d9fefc2e6e	centered body pilates	648-652 Chenery Street 	san francisco	CA	94131	USA	(415) 333-9133	37.734663	-122.433129
12-oct.tsv:0f2e7521-b061-102f-aded-fd02d26e056b	Tajine Casablanca	260 Hawthorn Village Commons 	Vernon Hills	IL	60061	USA	(847) 573-1829	42.241530	-87.957161
12-oct.tsv:0f30a430-b002-102f-aeef-e58e32ede92a	Comfort Inn Romeoville	1235 Lakeview Dr 	Romeoville	IL	60446	USA	(630)  226-1900	41.658717	-88.121308
12-oct.tsv:0f33ee10-af8a-102f-969d-f49b7932ad01	Elizabeth Gamble Garden	1431 Waverly St 	Palo Alto	CA	94301	USA	(650) 329-1356	37.439853	-122.148616
12-oct.tsv:0f3500d0-b08d-102f-9bff-42b3ece75ff6	Eve	1782 Haight St	San Francisco	CA	94117	USA	(415) 751-7720	37.769545	-122.451546
12-oct.tsv:0f3604c0-b73c-102f-9ff5-5f9b7c441f06	KP Deli	2012 Shattuck Ave	Berkeley	CA	94704	USA	(510) 849-9910	37.871918	-122.268536
12-oct.tsv:0f3643f0-afca-102f-bd8f-293d6db0e4d8	Maple Meadows Golf Course	272 S Addison Rd 	Wood Dale	IL	60191	USA	(630) 616-8424	41.949738	-87.988829
12-oct.tsv:0f380850-b030-102f-af36-594bda715292	Residence Inn by Marriott Newark Silicon Valley	35466 DUMBARTON COURT 	NEWARK	CA	94560	USA	(510) 739-6000	37.548285	-122.052214
12-oct.tsv:0f3c5d10-af8b-102f-b6ff-4a395db42378	Golden Sea Chop Suey	2908 Ogden Ave 	Aurora	IL	60504	USA	(630) 851-7997	41.741004	-88.245387
12-oct.tsv:0f401050-afbc-102f-bfef-9cc7f8640197	Days Inn Ukiah	950 NORTH STATE STREET 	UKIAH	CA	95482	USA	(707) 462-7584	39.160314	-123.209320
12-oct.tsv:0f41b5a0-afca-102f-bedf-032cf406bbd1	The Glen Club	2901 W Lake Ave 	Glenview	IL	60026	USA	(847) 724-7272	42.091006	-87.829626
12-oct.tsv:0f475540-ebb2-102f-8bbd-0f0575484000	Afghan Kabob	4040 W Montrose 	Chicago	IL	60641	USA	(773) 427-5041	41.961044	-87.729200
12-oct.tsv:0f47c100-af86-102f-bf8d-13f271f94348	Don's Hamburgers Grill	1837 S Western 	Chicago	IL	60608	USA	(312) 733-9351	41.856466	-87.685574
12-oct.tsv:0f48c270-b036-102f-abd7-dfd44caa3259	Allura Skin and Laser Center	280 Baldwin Ave 	San Mateo	CA	94401	USA	(650) 344-1121	37.566941	-122.325290
12-oct.tsv:0f4da8a0-fbde-102f-a66e-a928af5a8165	Swiss Watch International, Inc.	600 W Chicago Ave	Chicago	IL	60654	USA	(954) 985-3827	41.896568	-87.642841
12-oct.tsv:0f528b90-eb80-102f-9fdd-d3231a5ab84b	K. S. Mathis Jewelers	933 Curtiss Street 	Downers Grove	IL	60515	USA	(630) 515-1060	41.793878	-88.008081
12-oct.tsv:0f52f531-b0f2-102f-b27b-c01f538c5932	All Pro Painting and Deck Restoration	1679 Tice Valley Blvd 	Walnut Creek	CA	94595	USA	(925) 283-2133	37.882583	-122.077202
12-oct.tsv:df6cab00-b0b9-102f-afdf-6dfb73e9470b	Gigi's Cupcakes - Woodlands	4747 Research Forest Dr. Suite 150	The Woodlands	TX	77381	USA	(281) 651-5637	30.185872	-95.489088
12-oct.tsv:df72bc60-b033-102f-bfdc-7943debfa919	Oasis Thai Massage And Spa	209 Torrance Boulevard	Redondo Beach	CA	90277	USA	(310) 798-2707	33.838442	-118.386520
12-oct.tsv:df7be690-c59c-102f-add2-d81d8139299f	Andy Alligator's Water Park	3300 Market Pl. 	Norman	OK	73072	USA	(405) 321-7275	35.293565	-97.491695
12-oct.tsv:df841460-c5d2-102f-b7df-495f809672e5	Evolution Hair Salon	2551 North Clark Street 	Chicago	IL	60657	USA	(773) 404-7781	41.929184	-87.642402
12-oct.tsv:df8c3490-b0f3-102f-a9be-015fda6eb6e1	1-800-REGISTRY	8360 S. Durango Drive 	Las Vegas	NV	89113	USA	(888) 734-4787	36.037180	-115.278939
12-oct.tsv:df8f16b0-b454-102f-8a7d-8002731db745	Crazy Chinese Buffet	701 N Burkhardt Rd. Suite D	Evansville	IN	47715	USA	(812) 437-8833	37.983189	-87.473770
12-oct.tsv:df976660-c5b3-102f-97ff-125b1958c113	Cape Ann Whale Watch	415 Main St. 	Gloucester	MA	1930	USA	(800) 877-5110	42.616916	-70.652297
12-oct.tsv:df995930-c616-102f-af7e-652a816baf5c	Mr. Dunderbaks	14929 Bruce B Downs Blvd. 	Tampa	FL	33613	USA	(813) 977-4104	28.082909	-82.412940
12-oct.tsv:df9a21e0-c629-102f-befb-60774a26c749	Pita Jungle	43 E Colorado Blvd. 	Pasadena	CA	91105	USA	(626) 432-7482	34.145930	-118.149359
12-oct.tsv:df9f1110-c5bf-102f-adf2-5ec26ddef9c7	Cream & Sugar	351-B George Street 	Mobile	AL	36604	USA	(251) 405-0003	30.680792	-88.058713
12-oct.tsv:df9f9500-afc0-102f-aafb-5b88b66ef61f	Victoriana Antique and Fine Jewelry	1417 Larimer Square 	Denver	CO	80202	USA	(303) 573-5049	39.747730	-104.999500
12-oct.tsv:dfa065d0-c65d-102f-af7f-b032153136d9	YoYo Yogi	1306 NW Hoyt St. 	Portland	OR	97209	USA	(503) 688-5120	45.527117	-122.684481
12-oct.tsv:dfa63370-c5b3-102f-bffb-c52b2e191b6e	Cape Ann's Marina Resort	75 Essex Ave. 	Gloucester	MA	1930	USA	(800)626-7660	42.611902	-70.681151
12-oct.tsv:dfaad2a0-c648-102f-be13-1a8a4d7adc49	Skatetown	1009 Orlando Ave. 	Roseville	CA	95661	USA	(916) 783-8550	38.728103	-121.285156
12-oct.tsv:dfadb970-c5f3-102f-9dfd-096380b81753	Huntington Surf and Sport	300 Pacific Coast Hwy	Huntington Beach	CA	92648	USA	(714) 841-4000	33.656731	-118.001065
12-oct.tsv:dfafc860-c60b-102f-bfdf-5555cf372020	Manhattan By Sail	225 Broadway Suite 3407	New York	NY	10007	USA	(212) 619-0907	40.636004	-74.117322
12-oct.tsv:dfc38990-b035-102f-a7f7-05626fa28377	Pachamama's So Much Love Cafe	884 Lincoln Way 	Auburn	CA	95603	USA	(530) 823-0909	38.899909	-121.069372
12-oct.tsv:dfc739a0-c65b-102f-9fdf-31bbced56fee	Vitale's Italian Cuisine	215 W Murdock Ave. 	Oshkosh	WI	54901	USA	(920) 426-0886	44.039272	-88.540400
12-oct.tsv:dfc7e570-c625-102f-be8b-bfb6e8d81809	Pedal Power Bike Shop	401 S Upper St. 	Lexington	KY	40508	USA	(859) 255-6408	38.044187	-84.502371
12-oct.tsv:dfc8f4b0-c616-102f-bb2b-d36757cdbcc6	Mr. Detail Auto Salon	701 5th Ave	Seattle	WA	98104	USA	(206) 383-9594	47.604450	-122.329921
12-oct.tsv:dfdd5610-b0d8-102f-b4bf-fbf8bf4ff2bf	Ramblewood Inn	400 S Undermountain Rd. PO Box 729	Sheffield	MA	1257	USA	(413) 229-3363	42.096230	-73.410091
12-oct.tsv:dff034b0-b07e-102f-b6e7-ecff7b531603	Georges Brasserie	4620 Piedmont Row Dr. Suite 110	Charlotte	NC	28210	USA	(980) 219-7409	35.153345	-80.839906
12-oct.tsv:dff14191-b03b-102f-9df5-9fe6b30bf8bb	Liquid Lunch	84 Broad St. 	Milford	CT	6460	USA	(203) 877-7687	41.221207	-73.058328
12-oct.tsv:dff1c7f0-c59e-102f-b7fb-44986cf1bbfd	Crowne Plaza San Antonio Riverwalk	111 E Pecan St. 	San Antonio	TX	78205	USA	(124) 455-1260	29.428767	-98.492986
12-oct.tsv:dff36240-c625-102f-bf96-ceca354b1e6c	Pedal Spin Studio	2236 Honolulu Ave. 	Montrose	CA	91020	USA	(818) 957-9100	34.205111	-118.226338
12-oct.tsv:dff3d171-b06e-102f-95b2-772d68b11ddc	Red Boy Pizza - Novato	459 Entrada Dr. 	Novato	CA	94949	USA	(415) 382-7711	38.069020	-122.541373
12-oct.tsv:dff5a0a0-b2a7-102f-a647-92b2f6e4080b	Bed and Biscuit Austin	6004 City Park Road 	Austin	TX	78730	USA	(512) 343-0723	30.363352	-97.801861
12-oct.tsv:dff8e9e0-c60c-102f-affc-f2123e8a12ef	Marrakesh Moroccan Restaurant	2334 2nd Avenue 	Seattle	WA	98121	USA	(206) 956-0500	47.614437	-122.346045
12-oct.tsv:dffaac20-d927-102f-9dfe-6f82803df690	Beer and Wine Hobby	155 T New Boston Street	Woburn	MA	1801	USA	(781) 933-8818	42.508935	-71.144043
12-oct.tsv:dffeab20-c59c-102f-bd55-8e76ba9878a6	Andy Williams Moon River Theater	2500 W Hwy. 76 	Branson	MO	65616	USA	(800) 666-6094	36.637340	-93.183239
12-oct.tsv:e00c8a81-b127-102f-8e5f-060782717e60	Santikos Theaters	4522 Fredricksburg	San Antonio	TX	78201	USA	(866)420-8626	29.491393	-98.552549
12-oct.tsv:e0131250-c5f0-102f-b3e3-971cb1f47cf6	HelmetHead Salon	5527 Airport Way S 	Seattle	WA	98108	USA	(206) 763-5945	47.552956	-122.320835
12-oct.tsv:e0139660-b0da-102f-ac76-485754768780	Dick & Jane's Tapas and Martini Bar	109 W Clay St. 	Mebane	NC	27302	USA	(919) 304-2000	36.096973	-79.267957
12-oct.tsv:e01a4730-c651-102f-bfd5-07e31464392b	Shoreline Amphitheatre	1 Amphitheatre Pkwy. 	Mountain View	CA	94043	USA	(650) 967-3000	37.423488	-122.078208
12-oct.tsv:e01f9610-c59b-102f-b776-03e0179a7931	Ameritania Hotel New York	230 W 54th St. 	New York	NY	10019	USA	(212) 247-5000	40.764015	-73.982797
12-oct.tsv:e0240910-b1f6-102f-9fb7-3e43abcc6aeb	Staccato Gelato	232 NE 28th Ave	Portland	OR	97232	USA	(503) 231-7100	45.524589	-122.637050
12-oct.tsv:e0248460-c625-102f-9275-440fd2b3c6da	Pedal Revolution	3085 21st Street 	San Francisco	CA	94110	USA	(415) 641-1264	37.757057	-122.416351
12-oct.tsv:e032a570-b03d-102f-b89f-85609e9df942	The Body Center	1 Holden Street	Brookline	MA	2445	USA	(617) 731-4227	42.333449	-71.119860
12-oct.tsv:e0379f30-c5cd-102f-bbed-7cfca6049566	EAA AirVenture Museum	3000 Poberezny Rd. 	Osh Kosh	WI	54903	USA	(920) 426-4800	43.983247	-88.580017
12-oct.tsv:fbb68550-c596-102f-b73e-0e3befac5faa	AcroSports	639 Frederick Street 	San Francisco	CA	94117	USA	(415) 665-2276	37.765946	-122.455193
12-oct.tsv:fbb8e8c1-afbd-102f-ad7b-f92f9007ce69	Yoga Source San Francisco	158 Hamilton Ave. 	Palo Alto	CA	94301	USA	(650) 328-9642	37.443362	-122.161858
12-oct.tsv:fbbb78c1-b0d9-102f-9bef-bab643c797eb	Mark Burger	33 Saint Marks Pl. 	New York	NY	10003	USA	(212) 677-3132	40.647009	-74.085134
12-oct.tsv:fbd17ba0-af82-102f-bb77-68aab164ba4d	Riverside Hotel	620 E Las Olas Blvd. 	Fort Lauderdale	FL	33301	USA	(800) 325-3280	26.119010	-80.136770
12-oct.tsv:fbd86b20-b01f-102f-bfdf-b8c324f0884f	Colonial Crossings Of Williams	200 English Garden Way 	Williamsburg	VA	23188	USA	(757) 941-1540	37.350647	-76.739052
12-oct.tsv:fbdd1cf0-c592-102f-a1fb-4cd1eb20a35a	ComedySportz Milwaukee	420 S 1st St. 	Milwaukee	WI	53204	USA	(414) 312-4388	43.027053	-87.910874
12-oct.tsv:fbe0ed80-c592-102f-beb8-10e7b1947fb4	Hennessy's - Boston	25 Union St. 	Boston	MA	2108	USA	(617) 742-2121	42.345190	-71.148224
12-oct.tsv:fbff7860-c59a-102f-b78d-30954933e11c	Ambrosia Salon	1750 Howell Mill Rd  B2	Atlanta 	GA	30318	USA	(404) 351-4896	33.801789	-84.415485
12-oct.tsv:fc01e790-c5d5-102f-b77c-72ad468d6341	Filomena's Italian Kitchen	9900 Manchester Road 	Glendale	MO	63122	USA	(314) 961-9909	38.605173	-90.377885
12-oct.tsv:fc07baa1-b0f2-102f-bc75-402248421d68	3D Eyebrows	9040 Telstar Ave 	El Monte	CA	91731	USA	(800) 432-1123	34.068678	-118.069566
12-oct.tsv:fc11f3b0-c602-102f-8dff-7ce15d446ce5	La Corsa	123 East 110th Street 	New York	NY	10029	USA	(212) 860-1133	40.795253	-73.945129
12-oct.tsv:fc125a80-c652-102f-b65f-7429bb49b517	Sunny Blue	2728 Main Street 	Santa Monica	CA	90405	USA	(310) 399-9030	34.000591	-118.482385
12-oct.tsv:fc1ba5c0-c604-102f-bfdf-256ca4fe6f21	Laughing Lotus Yoga Center	3271 16th St	San Francisco	NY	94103	USA	(415) 355-1600	37.777125	-122.419644
12-oct.tsv:fc1f4740-c65c-102f-becf-b9776cc2764d	Wingate by Wyndham Schaumburg	50 Remington Road 	Schaumburg	IL	60173	USA	(847) 882-5000	42.053678	-88.078254
12-oct.tsv:fc26a1a0-c659-102f-bed5-881110427800	Trenton Thunder	1 Thunder Rd. 	Trenton	NJ	8611	USA	(609) 394-3300	40.204612	-74.761088
12-oct.tsv:fc2d0f40-c622-102f-9ffb-7e00c0be1864	Pamplemousse Le Restaurant	400 E Sahara Ave. 	Las Vegas	NV	89104	USA	(702) 733-2066	36.143863	-115.152525
12-oct.tsv:fc2fa300-b429-102f-be17-800c3cf9555a	Angus Mitchell Salon	440 N Canon Dr. 	Beverly Hills	CA	90210	USA	(310) 550-7716	34.071528	-118.401547
12-oct.tsv:fc30e370-c5ac-102f-bddf-40d399f10914	Body2Soul	5111 Lakeside Ave. 	Richmond	VA	23228	USA	(804) 262-2242	37.599260	-77.466859
12-oct.tsv:fc3ac2f0-afbd-102f-bfec-12fce27f944f	Vivre	611 Emerson St. 	Palo Alto	CA	94301	USA	(650) 328-2820	37.443859	-122.161191
12-oct.tsv:fc4129c0-b269-102f-bfb5-fee6497f39b4	Indianapolis Symphonic Choir	 32 E. Washington Street. Suite 600	Indianapolis	IN	46204	USA	(317) 262-1100	39.767197	-86.157055
12-oct.tsv:fc48a040-c5a3-102f-bdfb-bacebe6567b5	Avant Garde Salon Gainesville	1310 SW 13th St. Suite G	Gainesville	FL	32608	USA	(352) 376-0037	29.638650	-82.339484
12-oct.tsv:fc609670-afe9-102f-b75d-9ff12f90c395	Zoka Coffee Roaster & Tea Company	1220 W. Nickerson St.	Seattle	WA	98119	USA	(206) 282-4460	47.655326	-122.372359
12-oct.tsv:fed97520-c623-102f-ae68-5cb69c8e5a30	Papapavlo's Mediterranean Bistro	1320 Standiford Ave. Suite 1	Modesto	CA	95350	USA	(209) 525-3995	37.689212	-121.013134
12-oct.tsv:fee1d3a0-c5a1-102f-babd-a31cc204d86a	Hanabi Japanese Bistro	1401 E Arapaho Road Suite F	Richardson	TX	75081	USA	(972) 437-3300	32.960784	-96.699655
12-oct.tsv:fee4c5c0-afe8-102f-bb7e-4892440e1e1b	Jow Ga Shaolin Institute	600-D Carlisle Dr 	Herndon	VA	20170	USA	(703) 742-7800	38.965062	-77.368980
12-oct.tsv:feeb9ad0-afac-102f-9f3e-54d4a1e66bbc	Cafe Antonios	107 East Trenton Avenue 	Morrisville 	PA	19067	USA	(215) 428-1733	40.217329	-74.781217
12-oct.tsv:fefc47c0-c615-102f-bfdf-6fafa8f646e2	MoonEssence Salon & Spa	15 Western Ave. 	Petaluma	CA	94952	USA	(707) 763-5363	38.233854	-122.640397
12-oct.tsv:fefccee0-b01a-102f-bbd3-0c82eea472a9	Paris on the Platte	1553 Platte Street 	Denver	CO	80202	USA	(303) 455-2451	39.757173	-105.008621
12-oct.tsv:fefd0550-c5b8-102f-befb-8d7576180906	Chi's Martial Arts Training Center	146 North Wellwood Avenue 	Lindenhurst	NY	11757	USA	(631) 957-1882	40.687896	-73.374358
12-oct.tsv:feffb580-c599-102f-9f1f-fe754e3721eb	Allegria Hotel	80 W Broadway 	Long Beach	NY	11561	USA	(516) 889-1300	40.584441	-73.666222
12-oct.tsv:ff006ea0-b25a-102f-be7f-82700938fea6	Coffeetopia	3701 Portola Dr. 	Santa Cruz	CA	95062	USA	(831) 477-1940	36.963520	-121.968317
12-oct.tsv:ff016dc0-c59a-102f-9d7f-94806f46a14f	Amelia Island Museum of History	233 S 3rd St. 	Fernandina Beach	FL	32034	USA	(904) 261-7378	30.668212	-81.463597
12-oct.tsv:ff01b811-b263-102f-bfff-b62025f827e1	The Beauty Room Minneapolis	4300 Chicago Ave. S. 	Minneapolis	MN	55407	USA	(612) 724-4111	44.924945	-93.262654
12-oct.tsv:ff09fda0-c5b8-102f-99ff-66fcc09d4a83	Chi's Martial Arts Training Center	1959 Deer Park Avenue 	Deer Park	NY	11729	USA	(631) 242-0586	40.764572	-73.330337
12-oct.tsv:ff0a5180-c615-102f-9ff3-d3d2bcbc6379	MoonEssence Salon & Spa	15 Western Ave null	Petaluma	CA	94952	USA	(707) 763-5363	38.232471	-122.644448
12-oct.tsv:ff0bd7f0-c5f0-102f-adcb-c3ea99441b38	Henry's Pub	234 East 4th Street 	Loveland	CO	80537	USA	(970) 613-1896	40.395328	-105.074045
12-oct.tsv:ff101220-c5fa-102f-beff-df39d3740b97	Jamie's Whaling Station	168 Fraser Ln. 	Ucluelet	BC	V0R 3A0	Canada	(877) 726-7444	48.941918	-125.545299
12-oct.tsv:ff135bd0-b1d5-102f-b7ef-6fc650f430e2	Tiff's Treats	3800 SW Freeway Service Rd. Suite 128	Houston	TX	77027	USA	(832) 232-5200	29.760450	-95.369784
12-oct.tsv:ff1f0101-b0d7-102f-bbfb-3ae7c185eb91	The Aerial Classroom	7440 N. Sepulveda Blvd  #304 (Dial 078 at door for entry)	Van Nuys	CA	91405	USA	(866) 529-8085	34.205841	-118.465868
12-oct.tsv:ff2fa6e0-c5e0-102f-bddf-947aadb31fd9	Great Jump Sports	616 S Main St. 	Milpitas	CA	95035	USA	(408) 957-8915	37.422210	-121.904522
12-oct.tsv:ff34a480-b0da-102f-bdf5-a131e5db921b	Lotus Spa	275-70 Route 10 E 	Succasunna	NJ	7876	USA	(973) 584-8688	40.871730	-74.645320
12-oct.tsv:ff400191-af9a-102f-bf9f-48c52b2a2a8c	Spectrum Athletic Club (corporate - all locations)	17383 W Sunset Blvd. 	Pacific Palisades	CA	90272	USA	(310) 459-2582	34.039234	-118.555015
12-oct.tsv:ff432420-c5ba-102f-bff7-741613fbcf1a	City Grounds	435 E 1st St. 	Long Beach	CA	90802	USA	(562) 726-1234	33.768235	-118.186880
12-oct.tsv:ff4b4ec0-c5ec-102f-af4f-28e73700a051	Kilwins Atlantic Station	1380 Atlantic Drive 	Atlanta	GA	30363	USA	(404) 817-7500	33.792542	-84.397631
12-oct.tsv:ff50eee0-c5fe-102f-aefe-e853771a2338	Kalamazoo Nature Center	7000 N Westnedge Ave. 	Kalamazoo	MI	49009	USA	(269) 381-1574	42.362155	-85.590128
12-oct.tsv:ff550ec0-c618-102f-8d2f-3dd9c5b0afc2	Nate's Seafood & Steakhouse Inc	14951 Midway Rd 	Addison	TX	75001	USA	(972) 701-9622	32.952295	-96.839126
12-oct.tsv:ff5c6b81-b050-102f-9fbf-9af0ad151d3d	Charley's Grilled Subs Pittsburgh	1911 Leesburg Rd. 	Grove City	PA	16127	USA	(724) 748-9183	41.143295	-80.158231
12-oct.tsv:ff5e52d0-c5f2-102f-bfdf-f1cbfdd7ad23	Hot Box Yoga	22433 Foothill Blvd. 	Hayward	CA	94541	USA	(510) 888-9642	37.675686	-122.082424
12-oct.tsv:ff642e90-c597-102f-b7ff-f79a6d29ae91	Adventure Connection	986 Lotus Road	Lotus	CA	95651	USA	(800) 556-6060	38.799469	-120.910048
